strategy,func,dim,algo,mean_fopt,std_fopt,min_fopt,max_fopt,mean_time,n
current-to-best1bin,Ackley,1000,SA,21.962780464187713,0.022901522377783656,21.944405470882025,22.002402668552477,472.3161383172031,5
current-to-best1bin,Ackley,1000,SMCO,21.356747941768013,0.013364542590192896,21.337583900051573,21.374533682120955,1357.5635592249687,5
current-to-best1bin,Ackley,1000,SMCO_BR,21.941297712620617,0.00968927261516924,21.929693626699013,21.95394197390219,1367.3335014360025,5
current-to-best1bin,Ackley,1000,SMCO_BR_EVO,22.15998727312036,0.011503701044412574,22.145072178673065,22.173091212886582,1361.2347668300383,5
current-to-best1bin,Ackley,1000,SMCO_EVO,22.0873450658542,0.006684832849159219,22.07754094959264,22.094180102133464,1351.5205568406266,5
current-to-best1bin,Ackley,1000,SMCO_R,21.949291370787886,0.009763825410394208,21.9392344992085,21.963110072205776,1352.3681210580282,5
current-to-best1bin,Ackley,1000,SMCO_R_EVO,22.161197404367336,0.008397375463567504,22.150887418526676,22.16999185826045,1356.6871771246194,5
current-to-best1bin,Ackley,2000,DEoptim,21.363056928357512,0.002786215346803029,21.35990395755304,21.36518755930775,8244.321851689912,3
current-to-best1bin,Ackley,2000,GA,21.423978267424815,0.014201670964009922,21.41429647958347,21.4402814777046,4.62434726759481,3
current-to-best1bin,Ackley,2000,GenSA,21.940011709686967,0.009973032279569204,21.928742057229446,21.94769777285094,545.8155878010826,3
current-to-best1bin,Ackley,2000,PSO,21.77345900855943,0.012209929827131585,21.76163202902955,21.786018873485563,2.4099421640858054,3
current-to-best1bin,Ackley,2000,SA,21.892474502729865,0.008146404866298343,21.887555551104764,21.90187781382474,726.8332002294095,3
current-to-best1bin,Ackley,2000,SMCO,21.412231167680464,0.00643105174078301,21.40845332420365,21.419656726529173,5351.775981579053,3
current-to-best1bin,Ackley,2000,SMCO_BR,21.92156924412311,0.003432494844941156,21.919129933783417,21.925494328031725,5511.285406720049,3
current-to-best1bin,Ackley,2000,SMCO_BR_EVO,22.15386391177425,0.020198098332252987,22.14101096431893,22.177144598106548,5505.287894133711,3
current-to-best1bin,Ackley,2000,SMCO_EVO,22.08847638848768,0.02340480163875431,22.072242976605974,22.115305175920412,5398.006706871092,3
current-to-best1bin,Ackley,2000,SMCO_R,21.90054567102072,0.0029409715954453945,21.898326474637166,21.903881407007788,5351.10485268035,3
current-to-best1bin,Ackley,2000,SMCO_R_EVO,22.136668196331595,0.004560784812452103,22.133757818525638,22.141924442176453,5515.546378722259,3
current-to-best1bin,Ackley,3000,DEoptim,21.34290122913012,0.0015953827023398016,21.341773123202707,21.34402933505753,17668.365614937502,2
current-to-best1bin,Ackley,3000,GA,21.404660691573028,0.011147254901717665,21.396778392040407,21.412542991105646,6.179149189032614,2
current-to-best1bin,Ackley,3000,GenSA,21.905400336903423,0.020714278966834074,21.890753129778584,21.92004754402826,1165.622997354134,2
current-to-best1bin,Ackley,3000,PSO,21.74146523673044,0.015502636772863843,21.730503217142076,21.752427256318803,3.1652768566273153,2
current-to-best1bin,Ackley,3000,SA,21.864929046117897,0.014097150859862597,21.85496085514948,21.874897237086316,957.9607539840508,2
current-to-best1bin,Ackley,3000,SMCO,21.532214189963604,0.0035682364805552673,21.529691065751326,21.53473731417588,11775.639769882546,2
current-to-best1bin,Ackley,3000,SMCO_BR,21.90992625267647,0.0025349175617985485,21.908133795278776,21.91171871007417,11547.43285455904,2
current-to-best1bin,Ackley,3000,SMCO_BR_EVO,22.149006089907154,0.0024277963503141022,22.14728937864451,22.150722801169803,11661.172646260005,2
current-to-best1bin,Ackley,3000,SMCO_EVO,22.032317199690624,0.009740273732114703,22.025429786084032,22.039204613297215,11867.2426584739,2
current-to-best1bin,Ackley,3000,SMCO_R,21.563667434577347,0.0041541136793326805,21.56073003262487,21.566604836529823,11720.406782290549,2
current-to-best1bin,Ackley,3000,SMCO_R_EVO,22.139990298307886,0.006623813348652854,22.135306554971738,22.14467404164403,11704.194863011013,2
