strategy,pair,func,dim,quality_gain_pct,time_overhead_pct,benefit_cost_ratio,base_mean_time,evo_mean_time,base_mean_fopt,evo_mean_fopt
current-to-best1bin,SMCO_vs_SMCO_EVO,Rastrigin,5000,-0.01827009317980538,1.4411675852645172,-0.01267728567212537,31958.513410142506,32419.089146141894,142458.32504618834,142432.29777746001
current-to-best1bin,SMCO_vs_SMCO_EVO,Rosenbrock,100,-0.00013371571232517412,3.085775075476395,-4.3332941985258125e-05,12.3649038757508,12.746456997655333,54630111.708190724,54630038.65914771
current-to-best1bin,SMCO_vs_SMCO_EVO,Rosenbrock,1000,0.011818187686807905,-1.6374083301645033,-0.007217617908185787,542.3015438606031,533.4218532068189,463389064.8849098,463443829.07431805
current-to-best1bin,SMCO_vs_SMCO_EVO,Rosenbrock,200,0.015202909877453218,6.367969504749254,0.0023874030593448716,39.5062680817442,42.02201518565416,103124528.56873003,103140206.49786988
current-to-best1bin,SMCO_vs_SMCO_EVO,Rosenbrock,2000,-0.024196050503709772,-5.927680296120431,0.004081875083503691,1684.946230318242,1585.0680046234436,869247612.9724323,869037289.3809952
current-to-best1bin,SMCO_vs_SMCO_EVO,Rosenbrock,3000,-0.027241298790770203,-4.355034413733965,0.006255128249931272,3539.642494026455,3385.4898452884518,1239722873.845387,1239385157.2331452
current-to-best1bin,SMCO_vs_SMCO_EVO,Rosenbrock,4000,0.013487270068779096,-7.87577377393143,-0.0017125009498649578,5863.697222545976,5401.885694509954,1601610810.9908462,1601826824.5663753
current-to-best1bin,SMCO_vs_SMCO_EVO,Rosenbrock,50,-0.03582582051789023,6.510131445696804,-0.005503087121469889,5.148393641284201,5.483560834673699,28590556.089247294,28580313.287937693
current-to-best1bin,SMCO_vs_SMCO_EVO,Rosenbrock,500,-0.0034205626355150462,-0.6007321631424185,0.005693989510436977,172.14153454280458,171.10742497867903,243714058.24041504,243705721.84840137
current-to-best1bin,SMCO_vs_SMCO_EVO,Rosenbrock,5000,-0.0028281767307396267,-3.826047130166975,0.0007391902489753702,8915.497966840398,8574.386812740006,1953961917.8469486,1953906656.3506606
current-to-best1bin,SMCO_vs_SMCO_EVO,Zakharov,100,0.3278044120240116,5.210917957748601,0.06290722952883351,13.836214040747533,14.55720780286938,3.726719113127506e+17,3.73893546280408e+17
current-to-best1bin,SMCO_vs_SMCO_EVO,Zakharov,200,0.17584621435783382,9.127469893212973,0.019265603328759262,45.95568405597005,50.150275282398795,8.905104024024446e+19,8.92076331233532e+19
current-to-best1bin,SMCO_vs_SMCO_EVO,Zakharov,50,0.1795331745207585,0.23593622565329936,0.7609394192165161,5.746074237825814,5.759631308505777,1544460382804846.5,1547233201559311.5
current-to-best1bin,SMCO_vs_SMCO_EVO,Zakharov,500,0.27610122612161553,-1.2687927361877116,-0.21760940005946544,179.5485820387956,177.27048267195931,1.2530257290868337e+23,1.2564853484884617e+23
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,100,0.6037454248791694,4.871140394466636,0.12394334303420879,20.439953924405078,21.435612776627142,22.038464384055782,22.171520604488144
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,1000,0.9654345099335335,0.3193698519906088,3.022935646292382,1352.3681210580282,1356.6871771246194,21.949291370787886,22.161197404367336
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,200,0.9293377150745695,-3.1657059446312448,-0.2935641311381569,72.20308706669603,69.91734964721836,21.953281028416217,22.1573011487096
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,2000,1.0781581831694638,3.073038756838056,0.3508443168086867,5351.10485268035,5515.546378722259,21.90054567102072,22.136668196331595
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,3000,2.6726569841566237,-0.1383221553711969,-19.32197323692916,11720.406782290549,11704.194863011013,21.563667434577347,22.139990298307886
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,4000,1.8293270304621512,0.11244372568945198,16.268822642131248,22241.227747509605,22266.23661262798,21.696596470859426,22.093498174791154
