experiment,strategy,func,dim,rep,fopt,time
3,current-to-best1bin,Ackley,10,7,22.19281293473155,0.37696299504023045
3,current-to-best1bin,Ackley,10,8,22.17523119372158,0.3550494109513238
3,current-to-best1bin,Ackley,10,9,22.167089893115467,0.3725678559858352
3,current-to-best1bin,Ackley,10,10,22.124936111743015,0.3493397409329191
3,current-to-best1bin,Ackley,10,11,22.171458772773903,0.34949429507832974
3,current-to-best1bin,Ackley,10,12,22.08552679056347,0.3453492479166016
3,current-to-best1bin,Ackley,10,13,22.128126137841836,0.3599424409912899
3,current-to-best1bin,Ackley,10,14,22.07407153921404,0.3511922770412639
3,current-to-best1bin,Ackley,10,15,22.146351124524823,0.3473459390224889
3,current-to-best1bin,Ackley,10,16,22.177934274681718,0.34730806399602443
3,current-to-best1bin,Ackley,10,17,22.238060721156007,0.3504628730006516
3,current-to-best1bin,Ackley,10,18,22.122089348924398,0.361552422051318
3,current-to-best1bin,Ackley,10,19,22.146416210832516,0.3720775459660217
3,current-to-best1bin,Ackley,10,20,22.11471086809269,0.36399131803773344
3,current-to-best1bin,Ackley,10,21,22.18812897649324,0.38264821597840637
3,current-to-best1bin,Ackley,10,22,22.13417117102608,0.35353915800806135
3,current-to-best1bin,Ackley,10,23,22.118091303892502,0.346749858930707
3,current-to-best1bin,Ackley,10,24,22.192112590731405,0.37575199001003057
3,current-to-best1bin,Ackley,10,25,22.163191767956977,0.35373631899710745
3,current-to-best1bin,Ackley,10,26,22.143585217379282,0.3417141430545598
3,current-to-best1bin,Ackley,10,27,22.14787301102079,0.3555417569587007
3,current-to-best1bin,Ackley,10,28,22.098261091117514,0.34479724999982864
3,current-to-best1bin,Ackley,10,29,22.196630336407463,0.3439232030650601
3,current-to-best1bin,Ackley,10,30,22.176339110061278,0.33678287197835743
3,current-to-best1bin,Ackley,10,31,22.133176118627734,0.34907264402136207
3,current-to-best1bin,Ackley,10,32,22.180068424816806,0.35503859305754304
3,current-to-best1bin,Ackley,10,33,22.15763076872762,0.3867557889316231
3,current-to-best1bin,Ackley,10,34,22.09989308000181,0.37579738395288587
3,current-to-best1bin,Ackley,10,35,22.20453773146803,0.36093493190128356
3,current-to-best1bin,Ackley,10,36,22.140004843998927,0.3520570680266246
3,current-to-best1bin,Ackley,10,37,22.165071637347076,0.35206215002108365
3,current-to-best1bin,Ackley,10,38,22.119262648470148,0.3497323809424415
3,current-to-best1bin,Ackley,10,39,22.1772696723778,0.35067363805137575
3,current-to-best1bin,Ackley,10,40,22.167411420153808,0.35186298098415136
3,current-to-best1bin,Ackley,10,41,22.15687546314496,0.3562741180649027
