strategy,dim_groups,algo,func,dim,rep,fopt,time,iterations,seed
rand1bin,1,SMCO_EVO,Rosenbrock,3000,1,-686.443504373737,2179.794614844024,355,229981575
best1bin,8,SMCO_BR_EVO,Rosenbrock,3000,0,-6862.4778382622,2227.001274617389,205,832555659
rand1bin,1,SMCO_R_EVO,Rosenbrock,3000,1,-72.91650269806424,2183.220488768071,355,229981575
rand1bin,1,SMCO_BR_EVO,Rosenbrock,3000,1,-6828.097294352637,2231.118818068877,205,229981575
rand1bin,2,SMCO_R_EVO,Rosenbrock,3000,1,-65.92252264352075,2197.165732992813,355,229981575
rand1bin,2,SMCO_EVO,Rosenbrock,3000,1,-680.2275916871532,2200.7583393752575,355,229981575
rand1bin,2,SMCO_BR_EVO,Rosenbrock,3000,1,-6878.597640671127,2228.621090233326,205,229981575
rand1bin,4,SMCO_EVO,Rosenbrock,3000,1,-681.299926433143,2219.3899026326835,355,229981575
rand1bin,4,SMCO_R_EVO,Rosenbrock,3000,1,-181.29653415105827,2243.1685920394957,355,229981575
rand1bin,4,SMCO_BR_EVO,Rosenbrock,3000,1,-6899.226655052377,2208.75713724643,205,229981575
rand1bin,8,SMCO_EVO,Rosenbrock,3000,1,-670.6065399713888,2146.745742533356,355,229981575
rand1bin,8,SMCO_R_EVO,Rosenbrock,3000,1,-90.70020630166164,2194.1609176229686,355,229981575
rand1bin,8,SMCO_BR_EVO,Rosenbrock,3000,1,-6812.570642202072,2255.4791778363287,205,229981575
best1bin,1,SMCO_EVO,Rosenbrock,3000,1,-675.1965752322865,2198.033615367487,355,229981575
best1bin,1,SMCO_R_EVO,Rosenbrock,3000,1,-65.6342791348123,2194.8255845569074,355,229981575
best1bin,2,SMCO_EVO,Rosenbrock,3000,1,-670.0208577321482,2153.4442563802004,355,229981575
best1bin,1,SMCO_BR_EVO,Rosenbrock,3000,1,-6971.357689989595,2244.7319580353796,205,229981575
best1bin,2,SMCO_R_EVO,Rosenbrock,3000,1,-67.17861963504095,2216.179523319006,355,229981575
best1bin,2,SMCO_BR_EVO,Rosenbrock,3000,1,-6869.636339643108,2238.1065132077783,205,229981575
best1bin,4,SMCO_R_EVO,Rosenbrock,3000,1,-67.48231488183221,2171.2187757585198,355,229981575
best1bin,4,SMCO_EVO,Rosenbrock,3000,1,-666.4534662570678,2179.7840448878706,355,229981575
best1bin,4,SMCO_BR_EVO,Rosenbrock,3000,1,-6774.451406966966,2193.090566424653,205,229981575
best1bin,8,SMCO_EVO,Rosenbrock,3000,1,-683.4921263730779,2157.7946186326444,355,229981575
best1bin,8,SMCO_R_EVO,Rosenbrock,3000,1,-65.08001784889852,2169.9140637107193,355,229981575
best1bin,8,SMCO_BR_EVO,Rosenbrock,3000,1,-7021.520348812979,2197.0752723626792,205,229981575
