label,name,dim,maximize,repetitions,iter_max,n_starts,seed,evolution_strategy,best_opt,algo,time_avg,rMSE,AE50,AE95,AE99,fopt_mean,fopt_sd
NegativeSquaredNorm_10d,NegativeSquaredNorm,10,True,20,300,10,20260628,sobol,-4.0373592735600385e-07,SMCO_R_EVO,0.31429474309843497,9.489920259386002e-07,9.043033717102057e-07,1.3828421839096356e-06,1.4344198297081105e-06,-1.311600155131767e-06,2.835274222700911e-07
Qing_10d,Qing,10,False,20,300,10,20261328,sobol,2.350808736294278,SMCO,0.5011435508029536,57.08544181767567,49.5575831047061,91.78604686952676,99.23153855785564,56.387585944634836,18.883977515215328
Qing_10d,Qing,10,False,20,300,10,20261328,sobol,2.350808736294278,SMCO_BR,0.5313644113019109,3.6987550581577584,3.543275407401193,5.615987495050675,6.561389086034929,5.700587202687324,1.6091099881732753
Qing_10d,Qing,10,False,20,300,10,20261328,sobol,2.350808736294278,SMCO_BR_EVO,0.5161544742994011,4.400222180090714,3.662740297805022,7.601182599485692,8.272224452265295,6.261788387702007,2.068865287883026
Qing_10d,Qing,10,False,20,300,10,20261328,sobol,2.350808736294278,SMCO_EVO,0.5292403422994539,60.543582014558794,57.41401505231523,82.35993926594539,83.55353997789418,60.89990753817742,15.812332050813692
Qing_10d,Qing,10,False,20,300,10,20261328,sobol,2.350808736294278,SMCO_R,0.5054085524490801,2.6549549365311664,2.332360525329413,3.984854452330015,5.582158232592831,4.688329947966521,1.2915842169471103
Qing_10d,Qing,10,False,20,300,10,20261328,sobol,2.350808736294278,SMCO_R_EVO,0.5179475950513733,3.237056744667525,3.038277489022078,4.926332649807631,5.305184188428298,5.336767336151132,1.2825088932238757
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,sobol,1.0083458593917385,SMCO,0.49591838763735724,3.123450912816894,3.0710563089962974,4.069223430131334,4.073522481573321,4.029380060225913,0.8138912135808526
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,sobol,1.0083458593917385,SMCO_BR,0.5034611830400536,3.1018089987158715,2.9801095173979704,4.0262462132033985,4.777776254797237,3.938527972867606,1.0439055444167626
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,sobol,1.0083458593917385,SMCO_BR_EVO,0.5173924162518233,2.997084617632109,2.9816805398987256,3.975244998458531,3.9752680388302757,3.7899647275319666,1.144834015849266
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,sobol,1.0083458593917385,SMCO_EVO,0.4985303352528717,3.1994922414159896,3.0612496944238146,4.131912900355219,4.8442664316455355,4.123786245999284,0.7474742033047302
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,sobol,1.0083458593917385,SMCO_R,0.5035021329007577,3.404874245148374,2.9819233432540813,4.967704509043363,4.967965467469629,4.236164823434865,1.1118279688201795
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,sobol,1.0083458593917385,SMCO_R_EVO,0.5026316915056668,3.225821969461871,2.9808100690670685,3.9743125703298134,3.974490835306679,4.13651250174145,0.8081823897542194
Rosenbrock_10d,Rosenbrock,10,False,20,300,10,20261028,sobol,0.010095462887883558,SMCO,0.6159700504009379,0.8899570808774602,0.8891914237742469,1.1332654047303576,1.2282632340097066,0.8608068451187403,0.2681589276349205
Rosenbrock_10d,Rosenbrock,10,False,20,300,10,20261028,sobol,0.010095462887883558,SMCO_BR,0.614982851097011,0.17024341790558467,0.09681701469254853,0.36274395901485756,0.36310242634820133,0.14417887704854107,0.10762732673539514
Rosenbrock_10d,Rosenbrock,10,False,20,300,10,20261028,sobol,0.010095462887883558,SMCO_BR_EVO,0.6040153522480978,0.24341759266342006,0.19493600547875148,0.38488981042244796,0.4464538429938495,0.22130369248148107,0.1241527419626108
Rosenbrock_10d,Rosenbrock,10,False,20,300,10,20261028,sobol,0.010095462887883558,SMCO_EVO,0.6028273556585191,0.914608300121691,0.9167708726303405,1.1523529675474997,1.3645299858680715,0.8953688585782367,0.23575044239364895
Rosenbrock_10d,Rosenbrock,10,False,20,300,10,20261028,sobol,0.010095462887883558,SMCO_R,0.6069583684497047,0.1987813608447487,0.07490174831887803,0.43315694796897974,0.5123494458002289,0.14191498450258122,0.15265248852614105
Rosenbrock_10d,Rosenbrock,10,False,20,300,10,20261028,sobol,0.010095462887883558,SMCO_R_EVO,0.6175073984457413,0.2699687914991093,0.11199363617685537,0.5238347750096513,0.5645098096437229,0.21374990726049536,0.1818270307933579
Shubert_2d,Shubert,2,False,20,300,10,20261628,sobol,-186.73090426335588,SMCO,0.2711600616457872,39.3309427734785,0.005558739364147414,106.73578789254614,118.38491183504439,-169.67517476831728,36.3611294891835
Shubert_2d,Shubert,2,False,20,300,10,20261628,sobol,-186.73090426335588,SMCO_BR,0.2753372047445737,14.471128934349316,0.00035319230953234637,16.585076440266953,53.84067356168698,-182.86615447305442,14.307792565515392
Shubert_2d,Shubert,2,False,20,300,10,20261628,sobol,-186.73090426335588,SMCO_BR_EVO,0.29084527138620614,20.219813628658617,0.0002241571404795195,63.154468190605336,63.15495073699673,-179.70849666029187,19.45376853314484
Shubert_2d,Shubert,2,False,20,300,10,20261628,sobol,-186.73090426335588,SMCO_EVO,0.27909572470234706,20.68649071713054,0.0033277891154028794,53.56362760603342,71.23969139638687,-179.74609392748476,19.97744314185735
Shubert_2d,Shubert,2,False,20,300,10,20261628,sobol,-186.73090426335588,SMCO_R,0.27882238700403833,20.04182654951018,0.00021068668526424972,63.154154930728595,63.15447275792878,-180.03930183220484,19.382500744202623
Shubert_2d,Shubert,2,False,20,300,10,20261628,sobol,-186.73090426335588,SMCO_R_EVO,0.27042441919911653,14.221505019645328,8.704695956396336e-05,10.301951606607396,52.58385801853212,-183.19706666798476,14.133319976243486
SixHumpCamel_2d,SixHumpCamel,2,False,20,300,10,20261828,sobol,-1.0316284533856406,SMCO,0.08416884419857525,1.0277628881471432e-06,3.140521079858516e-07,2.1658361525567217e-06,2.3007057292900865e-06,-1.0316277474730853,7.663886730950211e-07
SixHumpCamel_2d,SixHumpCamel,2,False,20,300,10,20261828,sobol,-1.0316284533856406,SMCO_BR,0.086215149142663,6.381366398096429e-08,2.9696702541492925e-08,1.2857255100584557e-07,1.6289094752153226e-07,-1.0316284084169658,4.6453168073725615e-08
SixHumpCamel_2d,SixHumpCamel,2,False,20,300,10,20261828,sobol,-1.0316284533856406,SMCO_BR_EVO,0.0948871920525562,5.568043322738097e-08,1.4826455840832864e-08,1.1653846023751416e-07,1.5670897637765072e-07,-1.031628417572889,4.37427583878392e-08
